                    Name      Mass  Radius  Orbit  Smass  Distance  Habitable           Method  Year  Unnamed: 9
1775        Kepler-263 c     25.16    2.46   0.24   0.84       NaN          0  Primary Transit  2014         NaN
1776        Kepler-264 b      7.27    3.33   0.25   1.32       NaN          0  Primary Transit  2014         NaN
1777        Kepler-264 c      4.34    2.82   0.57   1.32       NaN          0  Primary Transit  2014         NaN
1778        Kepler-265 b      7.73    1.86   0.07   1.03       NaN          0  Primary Transit  2014         NaN
1779        Kepler-265 c      3.47    2.63   0.13   1.03       NaN          0  Primary Transit  2014         NaN
1780        Kepler-265 d     26.25    2.49   0.24   1.03       NaN          0  Primary Transit  2014         NaN
1781        Kepler-265 e      3.28    2.59   0.32   1.03       NaN          0  Primary Transit  2014         NaN
1782        Kepler-266 b     25.70    2.48   0.07   0.99       NaN          0  Primary Transit  2014         NaN
1783        Kepler-266 c     11.68    3.89   0.46   0.99       NaN          0  Primary Transit  2014         NaN
1784        Kepler-267 b      9.95    1.98   0.04   0.56       NaN          0  Primary Transit  2014         NaN
1785        Kepler-267 c     13.26    2.13   0.06   0.56       NaN          0  Primary Transit  2014         NaN
1786        Kepler-267 d     17.55    2.27   0.15   0.56       NaN          0  Primary Transit  2014         NaN
1787        Kepler-268 b      3.10    2.54   0.18   1.16       NaN          0  Primary Transit  2014         NaN
1788        Kepler-268 c      7.65    3.38   0.39   1.15       NaN          0  Primary Transit  2014         NaN
1789        Kepler-269 b     25.16    2.46   0.06   0.98       NaN          0  Primary Transit  2014         NaN
1790        Kepler-269 c      5.40    1.69   0.08   0.98       NaN          0  Primary Transit  2014         NaN
1791        Kepler-270 b     10.40    2.00   0.11   1.24       NaN          0  Primary Transit  2014         NaN
1792        Kepler-270 c      6.40    1.77   0.18   1.22       NaN          0  Primary Transit  2014         NaN
1793        Kepler-271 b      0.58    0.88   0.06   0.86       NaN          0  Primary Transit  2014         NaN
1794        Kepler-271 c      0.86    1.00   0.07   0.87       NaN          0  Primary Transit  2014         NaN
1796        Kepler-272 b      2.97    1.43   0.04   0.79       NaN          0  Primary Transit  2014         NaN
1797        Kepler-272 c      6.72    1.79   0.06   0.79       NaN          0  Primary Transit  2014         NaN
1798        Kepler-272 d     16.81    2.25   0.09   0.79       NaN          0  Primary Transit  2014         NaN
1799        Kepler-273 b      3.49    1.50   0.04   0.78       NaN          0  Primary Transit  2014         NaN
1800        Kepler-273 c      9.95    1.98   0.07   0.81       NaN          0  Primary Transit  2014         NaN
1801        Kepler-274 b      3.78    1.53   0.10   1.02       NaN          0  Primary Transit  2014         NaN
1802        Kepler-274 c      7.38    1.84   0.20   1.03       NaN          0  Primary Transit  2014         NaN
1803        Kepler-275 b     19.94    2.34   0.10   1.24       NaN          0  Primary Transit  2014         NaN
1804        Kepler-275 c      7.65    3.38   0.13   1.24       NaN          0  Primary Transit  2014         NaN
1805        Kepler-275 d      7.27    3.33   0.22   1.24       NaN          0  Primary Transit  2014         NaN
1806        Kepler-276 b      4.57    2.87   0.12   0.96       NaN          0  Primary Transit  2014         NaN
1807        Kepler-276 c     14.31    2.90   0.19   0.96       NaN          0  Primary Transit  2013         NaN
1808        Kepler-276 d     13.99    2.80   0.26   0.96       NaN          0  Primary Transit  2013         NaN
1809        Kepler-277 b     89.02    2.92   0.14   1.19       NaN          0  Primary Transit  2013         NaN
1810        Kepler-277 c     66.77    3.36   0.21   1.19       NaN          0  Primary Transit  2013         NaN
1811        Kepler-278 b     19.12    4.58   0.21   1.30       NaN          0  Primary Transit  2014         NaN
1812        Kepler-278 c      7.12    3.30   0.25   1.30       NaN          0  Primary Transit  2014         NaN
1813        Kepler-279 b      9.40    3.62   0.11   1.23       NaN          0  Primary Transit  2014         NaN
1814        Kepler-279 c     54.37    4.31   0.23   1.23       NaN          0  Primary Transit  2013         NaN
1815        Kepler-279 d     41.33    3.10   0.31   1.23       NaN          0  Primary Transit  2013         NaN
1816        Kepler-280 b      3.05    1.44   0.03   0.91       NaN          0  Primary Transit  2014         NaN
1817        Kepler-280 c     10.40    2.00   0.06   0.91       NaN          0  Primary Transit  2014         NaN
1818        Kepler-281 b      4.34    2.82   0.12   0.98       NaN          0  Primary Transit  2014         NaN
1819        Kepler-281 c     29.72    5.31   0.21   0.98       NaN          0  Primary Transit  2014         NaN
1820        Kepler-282 b      0.89    1.01   0.08   1.09       NaN          0  Primary Transit  2014         NaN
1821        Kepler-282 c      1.59    1.20   0.11   1.09       NaN          0  Primary Transit  2014         NaN
1822        Kepler-282 d     64.86    2.46   0.17   1.09       NaN          0  Primary Transit  2013         NaN
1823        Kepler-282 e     61.04    3.10   0.25   1.09       NaN          0  Primary Transit  2013         NaN
1824        Kepler-283 b     13.26    2.13   0.08   0.61    534.00          0  Primary Transit  2014         NaN
1825        Kepler-283 c      7.04    1.81   0.34   0.62    534.00          1  Primary Transit  2014         NaN
1826        Kepler-284 b     16.46    2.24   0.10   0.93       NaN          0  Primary Transit  2014         NaN
1827        Kepler-284 c      3.38    2.61   0.21   0.92       NaN          0  Primary Transit  2014         NaN
1828        Kepler-285 b      2.37    1.34   0.04   0.85       NaN          0  Primary Transit  2014         NaN
1829        Kepler-285 c      1.27    1.12   0.06   0.85       NaN          0  Primary Transit  2014         NaN
1830        Kepler-286 b      1.81    1.24   0.03   0.81       NaN          0  Primary Transit  2014         NaN
1831        Kepler-286 c      2.51    1.37   0.04   0.82       NaN          0  Primary Transit  2014         NaN
1832        Kepler-286 d      2.30    1.33   0.06   0.87       NaN          0  Primary Transit  2014         NaN
1833        Kepler-286 e      6.40    1.77   0.18   0.85       NaN          0  Primary Transit  2014         NaN
1834        Kepler-287 b     19.52    2.33   0.14   0.98       NaN          0  Primary Transit  2014         NaN
1835        Kepler-287 c      6.82    3.26   0.25   0.99       NaN          0  Primary Transit  2014         NaN
1836        Kepler-288 b      5.14    1.67   0.07   0.89       NaN          0  Primary Transit  2014         NaN
1837        Kepler-288 c      4.45    2.84   0.14   0.89       NaN          0  Primary Transit  2014         NaN
1838        Kepler-288 d      3.62    2.67   0.29   0.89       NaN          0  Primary Transit  2014         NaN
1839        Kepler-289 b      7.31    2.15   0.21   1.08    700.00          0  Primary Transit  2014         NaN
1840        Kepler-289 c      4.13    2.68   0.33   1.08    700.00          0  Primary Transit  2014         NaN
1841        Kepler-289 d    131.95   11.58   0.51   1.08    700.00          0  Primary Transit  2014         NaN
1842        Kepler-290 b     16.81    2.25   0.11   0.83       NaN          0  Primary Transit  2014         NaN
1843        Kepler-290 c      3.77    2.70   0.20   0.85       NaN          0  Primary Transit  2014         NaN
1844        Kepler-291 b     14.15    2.16   0.05   1.03       NaN          0  Primary Transit  2014         NaN
1845        Kepler-291 c      8.10    1.88   0.07   1.03       NaN          0  Primary Transit  2014         NaN
1846        Kepler-292 b      2.23    1.32   0.04   0.88       NaN          0  Primary Transit  2014         NaN
1847        Kepler-292 c      3.22    1.47   0.04   0.88       NaN          0  Primary Transit  2014         NaN
1848        Kepler-292 d     16.11    2.23   0.07   0.88       NaN          0  Primary Transit  2014         NaN
1849        Kepler-292 e      3.62    2.67   0.10   0.88       NaN          0  Primary Transit  2014         NaN
1850        Kepler-292 f     20.36    2.35   0.14   0.88       NaN          0  Primary Transit  2014         NaN
1851        Kepler-293 b      5.66    3.07   0.14   1.01       NaN          0  Primary Transit  2014         NaN
1852        Kepler-293 c     11.18    3.83   0.29   1.01       NaN          0  Primary Transit  2014         NaN
1853        Kepler-294 b      6.40    1.77   0.05   1.08       NaN          0  Primary Transit  2014         NaN
1854        Kepler-294 c      3.82    2.71   0.07   1.09       NaN          0  Primary Transit  2014         NaN
1855        Kepler-295 b      1.70    1.22   0.10   0.81       NaN          0  Primary Transit  2014         NaN
1856        Kepler-295 c      1.45    1.16   0.14   0.82       NaN          0  Primary Transit  2014         NaN
1857        Kepler-295 d      2.44    1.36   0.19   0.82       NaN          0  Primary Transit  2014         NaN
1858        Kepler-296 b      0.71    0.94   0.04   0.60    226.00          0  Primary Transit  2014         NaN
1859        Kepler-296 c     13.85    2.15   0.05   0.62    226.00          0  Primary Transit  2014         NaN
1860        Kepler-296 d     17.55    2.27   0.12   0.62    226.00          0  Primary Transit  2014         NaN
1863        Kepler-297 b      4.57    2.87   0.22   0.90       NaN          0  Primary Transit  2014         NaN
1864        Kepler-297 c     55.96    6.53   0.34   0.90       NaN          0  Primary Transit  2014         NaN
1865        Kepler-298 b      9.51    1.96   0.08   0.65    474.00          0  Primary Transit  2014         NaN
1866        Kepler-298 c      8.88    1.93   0.14   0.65    474.00          0  Primary Transit  2014         NaN
1867        Kepler-298 d     26.81    2.50   0.30   0.65    474.00          1  Primary Transit  2014         NaN
1868        Kepler-299 b      2.23    1.32   0.04   0.97       NaN          0  Primary Transit  2014         NaN
1869        Kepler-299 c      3.52    2.64   0.07   0.97       NaN          0  Primary Transit  2014         NaN
1870        Kepler-299 d      7.73    1.86   0.12   0.97       NaN          0  Primary Transit  2014         NaN
1871        Kepler-299 e      7.92    1.87   0.22   0.97       NaN          0  Primary Transit  2014         NaN
1872        Kepler-300 b      5.14    1.67   0.09   0.94       NaN          0  Primary Transit  2014         NaN
1873        Kepler-300 c     16.81    2.25   0.23   0.94       NaN          0  Primary Transit  2014         NaN
1874        Kepler-301 b      2.37    1.34   0.04   0.91       NaN          0  Primary Transit  2014         NaN
1875        Kepler-301 c      2.37    1.34   0.06   0.91       NaN          0  Primary Transit  2014         NaN
1876        Kepler-301 d      6.10    1.75   0.11   0.91       NaN          0  Primary Transit  2014         NaN
1877        Kepler-302 b     13.26    4.05   0.19   1.05       NaN          0  Primary Transit  2014         NaN
1878        Kepler-302 c       NaN   12.44   0.50   1.05       NaN          0  Primary Transit  2014         NaN
1879        Kepler-303 b      0.58    0.88   0.02   0.59       NaN          0  Primary Transit  2014         NaN
1880        Kepler-303 c      1.35    1.14   0.06   0.59       NaN          0  Primary Transit  2014         NaN
1881        Kepler-304 b      4.51    2.86   0.04   0.80       NaN          0  Primary Transit  2014         NaN
1882        Kepler-304 c     14.46    2.17   0.05   0.80       NaN          0  Primary Transit  2014         NaN
1883        Kepler-304 d      3.97    2.74   0.08   0.80       NaN          0  Primary Transit  2014         NaN
1885        Kepler-305 b     11.32    3.61   0.06   0.83       NaN          0  Primary Transit  2013         NaN
1886        Kepler-305 c      6.10    3.30   0.08   0.83       NaN          0  Primary Transit  2013         NaN
1887        Kepler-305 d      3.82    2.71   0.12   0.83       NaN          0  Primary Transit  2014         NaN
1888        Kepler-306 b      3.69    1.52   0.05   0.82       NaN          0  Primary Transit  2014         NaN
1889        Kepler-306 c     20.36    2.35   0.07   0.82       NaN          0  Primary Transit  2014         NaN
1890        Kepler-306 d     25.16    2.46   0.12   0.82       NaN          0  Primary Transit  2014         NaN
1891        Kepler-306 e     17.55    2.27   0.23   0.82       NaN          0  Primary Transit  2014         NaN
1892        Kepler-307 b      7.44    2.43   0.09   0.78       NaN          0  Primary Transit  2013         NaN
1893        Kepler-307 c      3.65    2.20   0.10   0.78       NaN          0  Primary Transit  2013         NaN
1894        Kepler-308 b     12.97    2.12   0.09   1.04       NaN          0  Primary Transit  2014         NaN
1895        Kepler-308 c     14.15    2.16   0.12   1.05       NaN          0  Primary Transit  2014         NaN
1896        Kepler-309 b      3.99    1.56   0.06   0.78       NaN          0  Primary Transit  2014         NaN
1897        Kepler-309 c      2.97    2.51   0.40   0.78       NaN          0  Primary Transit  2014         NaN
1898        Kepler-310 b      1.54    1.19   0.11   0.85       NaN          0  Primary Transit  2014         NaN
1899        Kepler-310 c      7.65    3.38   0.28   0.85       NaN          0  Primary Transit  2014         NaN
1900        Kepler-310 d     25.16    2.46   0.39   0.85       NaN          0  Primary Transit  2014         NaN
1901        Kepler-311 b      5.54    1.70   0.09   1.06       NaN          0  Primary Transit  2014         NaN
1902        Kepler-311 c      2.97    1.43   0.14   1.06       NaN          0  Primary Transit  2014         NaN
1903        Kepler-312 b      2.04    1.29   0.03   1.23       NaN          0  Primary Transit  2014         NaN
1904        Kepler-312 c      6.12    3.15   0.15   1.23       NaN          0  Primary Transit  2014         NaN
1905        Kepler-313 b      3.06    2.53   0.12   0.90       NaN          0  Primary Transit  2014         NaN
1906        Kepler-313 c      3.19    2.56   0.21   0.90       NaN          0  Primary Transit  2014         NaN
1907        Kepler-314 b      0.47    0.83   0.04   1.02       NaN          0  Primary Transit  2014         NaN
1908        Kepler-314 c      4.74    2.90   0.06   1.02       NaN          0  Primary Transit  2014         NaN
1909        Kepler-315 b     10.59    3.76   0.40   0.78       NaN          0  Primary Transit  2014         NaN
1910        Kepler-315 c     14.16    4.14   0.79   0.78       NaN          0  Primary Transit  2014         NaN
1911        Kepler-316 b      1.07    1.06   0.03   0.53       NaN          0  Primary Transit  2014         NaN
1912        Kepler-316 c      1.40    1.15   0.06   0.53       NaN          0  Primary Transit  2014         NaN
1913        Kepler-317 b     12.15    2.08   0.06   0.95       NaN          0  Primary Transit  2014         NaN
1914        Kepler-317 c      5.68    1.71   0.08   0.95       NaN          0  Primary Transit  2014         NaN
1915        Kepler-318 b     20.70    4.70   0.06   1.05       NaN          0  Primary Transit  2014         NaN
1916        Kepler-318 c      9.85    3.67   0.10   1.05       NaN          0  Primary Transit  2014         NaN
1917        Kepler-319 b      4.65    1.62   0.05   1.29       NaN          0  Primary Transit  2014         NaN
1918        Kepler-319 c      3.47    2.63   0.07   1.29       NaN          0  Primary Transit  2014         NaN
1919        Kepler-319 d     17.93    2.28   0.19   1.29       NaN          0  Primary Transit  2014         NaN
1920        Kepler-320 b      1.35    1.14   0.09   1.17       NaN          0  Primary Transit  2014         NaN
1921        Kepler-320 c      2.51    1.37   0.14   1.19       NaN          0  Primary Transit  2014         NaN
1922        Kepler-321 b      6.40    1.77   0.06   1.01       NaN          0  Primary Transit  2014         NaN
1923        Kepler-321 c     19.11    2.32   0.11   1.01       NaN          0  Primary Transit  2014         NaN
1924        Kepler-322 b      0.89    1.01   0.03   0.91       NaN          0  Primary Transit  2014         NaN
1925        Kepler-322 c      5.14    1.67   0.05   0.91       NaN          0  Primary Transit  2014         NaN
1926        Kepler-323 b      2.97    1.43   0.03   1.09       NaN          0  Primary Transit  2014         NaN
1927        Kepler-323 c      4.65    1.62   0.05   1.09       NaN          0  Primary Transit  2014         NaN
1928        Kepler-324 b      1.35    1.14   0.05   0.86       NaN          0  Primary Transit  2014         NaN
1929        Kepler-324 c      6.12    3.15   0.26   0.86       NaN          0  Primary Transit  2014         NaN
1930        Kepler-325 b      4.80    2.91   0.05   0.87       NaN          0  Primary Transit  2014         NaN
1931        Kepler-325 c      3.10    2.54   0.10   0.87       NaN          0  Primary Transit  2014         NaN
1932        Kepler-325 d      4.18    2.79   0.22   0.87       NaN          0  Primary Transit  2014         NaN
1933        Kepler-326 b      3.69    1.52   0.03   0.98       NaN          0  Primary Transit  2014         NaN
1934        Kepler-326 c      2.73    1.40   0.05   0.98       NaN          0  Primary Transit  2014         NaN
1935        Kepler-326 d      1.65    1.21   0.07   0.98       NaN          0  Primary Transit  2014         NaN
1936        Kepler-327 b      1.23    1.11   0.03   0.55       NaN          0  Primary Transit  2014         NaN
1937        Kepler-327 c      0.96    1.03   0.05   0.55       NaN          0  Primary Transit  2014         NaN
1938        Kepler-327 d      5.82    1.72   0.09   0.55       NaN          0  Primary Transit  2014         NaN
1939        Kepler-328 b     21.94    2.31   0.21   0.98       NaN          0  Primary Transit  2013         NaN
1940        Kepler-328 c     31.79    5.41   0.33   0.98       NaN          0  Primary Transit  2013         NaN
1941        Kepler-329 b      2.73    1.40   0.06   0.53       NaN          0  Primary Transit  2014         NaN
1942        Kepler-329 c      8.88    1.93   0.11   0.53       NaN          0  Primary Transit  2014         NaN
1943        Kepler-330 b      2.37    1.34   0.07   0.78       NaN          0  Primary Transit  2014         NaN
1944        Kepler-330 c      9.29    1.95   0.12   0.78       NaN          0  Primary Transit  2014         NaN
1945        Kepler-331 b      7.04    1.81   0.07   0.51       NaN          0  Primary Transit  2014         NaN
1946        Kepler-331 c      7.38    1.84   0.10   0.51       NaN          0  Primary Transit  2014         NaN
1947        Kepler-331 d      4.77    1.64   0.16   0.51       NaN          0  Primary Transit  2014         NaN
1948        Kepler-332 b      1.45    1.16   0.07   0.80       NaN          0  Primary Transit  2014         NaN
1949        Kepler-332 c      1.14    1.09   0.11   0.80       NaN          0  Primary Transit  2014         NaN
1950        Kepler-332 d      1.49    1.18   0.19   0.80       NaN          0  Primary Transit  2014         NaN
1951        Kepler-333 b      2.23    1.32   0.09   0.54       NaN          0  Primary Transit  2014         NaN
1952        Kepler-333 c      1.23    1.11   0.14   0.54       NaN          0  Primary Transit  2014         NaN
1953        Kepler-334 b      1.27    1.12   0.06   1.00       NaN          0  Primary Transit  2014         NaN
1954        Kepler-334 c      2.97    1.43   0.11   1.00       NaN          0  Primary Transit  2014         NaN
1955        Kepler-334 d      2.81    1.41   0.17   1.00       NaN          0  Primary Transit  2014         NaN
1956        Kepler-335 b      7.65    3.38   0.07   0.99       NaN          0  Primary Transit  2014         NaN
1957        Kepler-335 c      5.66    3.07   0.36   0.99       NaN          0  Primary Transit  2014         NaN
1958        Kepler-336 b      0.92    1.02   0.03   0.89       NaN          0  Primary Transit  2014         NaN
1959        Kepler-336 c     12.42    2.09   0.09   0.89       NaN          0  Primary Transit  2014         NaN
1960        Kepler-336 d     20.80    2.36   0.15   0.89       NaN          0  Primary Transit  2014         NaN
1961        Kepler-337 b      3.78    1.53   0.04   0.96       NaN          0  Primary Transit  2014         NaN
1962        Kepler-337 c     11.37    2.05   0.09   0.96       NaN          0  Primary Transit  2014         NaN
1963        Kepler-338 b     30.62    2.58   0.12   1.10       NaN          0  Primary Transit  2014         NaN
1964        Kepler-338 c     25.70    2.48   0.17   1.10       NaN          0  Primary Transit  2014         NaN
1965        Kepler-338 d      3.57    2.65   0.26   1.10       NaN          0  Primary Transit  2014         NaN
1967        Kepler-339 b      2.89    1.42   0.06   0.84       NaN          0  Primary Transit  2014         NaN
1968        Kepler-339 c      1.40    1.15   0.07   0.84       NaN          0  Primary Transit  2014         NaN
1969        Kepler-339 d      1.45    1.16   0.09   0.84       NaN          0  Primary Transit  2014         NaN
1970        Kepler-340 b      3.06    2.53   0.13   2.11       NaN          0  Primary Transit  2014         NaN
1971        Kepler-340 c      7.57    3.37   0.18   2.11       NaN          0  Primary Transit  2014         NaN
1972        Kepler-341 b      1.49    1.18   0.06   0.94       NaN          0  Primary Transit  2014         NaN
1973        Kepler-341 c      5.54    1.70   0.08   0.94       NaN          0  Primary Transit  2014         NaN
1974        Kepler-341 d      7.56    1.85   0.18   0.94       NaN          0  Primary Transit  2014         NaN
1975        Kepler-341 e     10.17    1.99   0.24   0.94       NaN          0  Primary Transit  2014         NaN
1976        Kepler-342 b     16.81    2.25   0.13   1.13       NaN          0  Primary Transit  2014         NaN
1977        Kepler-342 c      9.51    1.96   0.18   1.13       NaN          0  Primary Transit  2014         NaN
1978        Kepler-342 d     26.25    2.49   0.24   1.13       NaN          0  Primary Transit  2014         NaN
1980        Kepler-343 b     22.64    2.41   0.09   1.04       NaN          0  Primary Transit  2014         NaN
1981        Kepler-343 c     10.64    2.02   0.17   1.04       NaN          0  Primary Transit  2014         NaN
1982        Kepler-344 b      3.38    2.61   0.15   0.90       NaN          0  Primary Transit  2014         NaN
1983        Kepler-344 c      4.98    2.95   0.49   0.90       NaN          0  Primary Transit  2014         NaN
1984        Kepler-345 b      0.32    0.74   0.07   0.59       NaN          0  Primary Transit  2014         NaN
1985        Kepler-345 c      1.59    1.20   0.08   0.59       NaN          0  Primary Transit  2014         NaN
1986        Kepler-346 b      3.57    2.65   0.07   0.97       NaN          0  Primary Transit  2014         NaN
1987        Kepler-346 c      5.66    3.07   0.17   0.97       NaN          0  Primary Transit  2014         NaN
1988        Kepler-347 b      9.72    1.97   0.11   1.04       NaN          0  Primary Transit  2014         NaN
1989        Kepler-347 c      6.10    1.75   0.18   1.04       NaN          0  Primary Transit  2014         NaN
1990        Kepler-348 b      3.69    1.52   0.08   1.15       NaN          0  Primary Transit  2014         NaN
1991        Kepler-348 c      2.30    1.33   0.14   1.15       NaN          0  Primary Transit  2014         NaN
1992        Kepler-349 b      8.48    1.90   0.07   0.97       NaN          0  Primary Transit  2014         NaN
1993        Kepler-349 c      9.51    1.96   0.10   0.97       NaN          0  Primary Transit  2014         NaN
1994        Kepler-350 b      7.56    1.85   0.10   1.03       NaN          0  Primary Transit  2014         NaN
1995        Kepler-350 c      5.60    3.10   0.13   1.03       NaN          0  Primary Transit  2013         NaN
1996        Kepler-350 d     15.26    2.80   0.17   1.03       NaN          0  Primary Transit  2013         NaN
1997        Kepler-351 b      5.59    3.06   0.21   0.89       NaN          0  Primary Transit  2014         NaN
1998        Kepler-351 c      6.39    3.19   0.29   0.89       NaN          0  Primary Transit  2014         NaN
2000        Kepler-352 b      0.53    0.86   0.09   0.79       NaN          0  Primary Transit  2014         NaN
2001        Kepler-352 c      1.81    1.24   0.12   0.79       NaN          0  Primary Transit  2014         NaN
2002        Kepler-353 b      0.58    0.88   0.05   0.54       NaN          0  Primary Transit  2014         NaN
2003        Kepler-353 c      2.58    1.38   0.07   0.54       NaN          0  Primary Transit  2014         NaN
2004        Kepler-354 b      7.38    1.84   0.05   0.65       NaN          0  Primary Transit  2014         NaN
2005        Kepler-354 c      2.17    1.31   0.12   0.65       NaN          0  Primary Transit  2014         NaN
2006        Kepler-354 d      1.81    1.24   0.15   0.65       NaN          0  Primary Transit  2014         NaN
2007        Kepler-355 b      3.14    1.46   0.10   1.05       NaN          0  Primary Transit  2014         NaN
2008        Kepler-355 c      3.82    2.71   0.18   1.05       NaN          0  Primary Transit  2014         NaN
2009        Kepler-356 b      4.09    1.57   0.06   0.97       NaN          0  Primary Transit  2014         NaN
2010        Kepler-356 c      6.88    1.80   0.12   0.97       NaN          0  Primary Transit  2014         NaN
2011        Kepler-357 b      7.38    1.84   0.06   0.78       NaN          0  Primary Transit  2014         NaN
2012        Kepler-357 c      3.62    2.67   0.12   0.78       NaN          0  Primary Transit  2014         NaN
2013        Kepler-357 d      7.97    3.43   0.25   0.78       NaN          0  Primary Transit  2014         NaN
2014        Kepler-358 b      3.87    2.72   0.21   0.95       NaN          0  Primary Transit  2014         NaN
2015        Kepler-358 c      4.45    2.84   0.38   0.95       NaN          0  Primary Transit  2014         NaN
2016        Kepler-359 b      8.70    3.53   0.18   1.07       NaN          0  Primary Transit  2014         NaN
2017        Kepler-359 c     15.83    4.30   0.31   1.07       NaN          0  Primary Transit  2014         NaN
2018        Kepler-359 d     12.83    4.01   0.37   1.07       NaN          0  Primary Transit  2014         NaN
2019        Kepler-360 b      4.89    1.65   0.04   0.95       NaN          0  Primary Transit  2014         NaN
2020        Kepler-360 c     12.42    2.09   0.07   0.95       NaN          0  Primary Transit  2014         NaN
2021        Kepler-361 b      3.05    1.44   0.09   1.07       NaN          0  Primary Transit  2014         NaN
2022        Kepler-361 c      3.02    2.52   0.30   1.07       NaN          0  Primary Transit  2014         NaN
2023        Kepler-362 b      0.58    0.88   0.09   0.77       NaN          0  Primary Transit  2014         NaN
2024        Kepler-362 c      3.05    1.44   0.21   0.77       NaN          0  Primary Transit  2014         NaN
2025        Kepler-363 b      1.40    1.15   0.05   1.23       NaN          0  Primary Transit  2014         NaN
2026        Kepler-363 c      5.40    1.69   0.08   1.23       NaN          0  Primary Transit  2014         NaN
2027        Kepler-363 d     11.37    2.05   0.11   1.23       NaN          0  Primary Transit  2014         NaN
2028        Kepler-364 b      3.88    1.55   0.18   1.20       NaN          0  Primary Transit  2014         NaN
2029        Kepler-364 c     13.85    2.15   0.31   1.20       NaN          0  Primary Transit  2014         NaN
2030        Kepler-365 b     11.12    2.04   0.10   0.99       NaN          0  Primary Transit  2014         NaN
2031        Kepler-365 c      4.77    1.64   0.14   0.99       NaN          0  Primary Transit  2014         NaN
2032        Kepler-366 b      3.14    1.46   0.04   1.05       NaN          0  Primary Transit  2014         NaN
2033        Kepler-366 c      6.72    1.79   0.11   1.05       NaN          0  Primary Transit  2014         NaN
2034        Kepler-367 b      2.10    1.30   0.20   0.75       NaN          0  Primary Transit  2014         NaN
2035        Kepler-367 c      1.59    1.20   0.25   0.75       NaN          0  Primary Transit  2014         NaN
2036        Kepler-368 b      6.82    3.26   0.19   0.71       NaN          0  Primary Transit  2014         NaN
2037        Kepler-368 c     11.57    3.88   0.36   0.71       NaN          0  Primary Transit  2014         NaN
2038        Kepler-369 b      1.31    1.13   0.03   0.54       NaN          0  Primary Transit  2014         NaN
2039        Kepler-369 c      2.81    1.41   0.09   0.54       NaN          0  Primary Transit  2014         NaN
2040        Kepler-370 b      4.31    1.59   0.05   0.94       NaN          0  Primary Transit  2014         NaN
2041        Kepler-370 c      8.48    1.90   0.14   0.94       NaN          0  Primary Transit  2014         NaN
2042        Kepler-371 b      8.29    1.89   0.20   0.94       NaN          0  Primary Transit  2014         NaN
2043        Kepler-371 c      6.56    1.78   0.31   0.94       NaN          0  Primary Transit  2014         NaN
2044        Kepler-372 b      2.44    1.36   0.07   1.15       NaN          0  Primary Transit  2014         NaN
2045        Kepler-372 c     12.15    2.08   0.15   1.15       NaN          0  Primary Transit  2014         NaN
2046        Kepler-372 d      5.40    1.69   0.20   1.15       NaN          0  Primary Transit  2014         NaN
2047        Kepler-373 b      2.44    1.36   0.06   0.87       NaN          0  Primary Transit  2014         NaN
2048        Kepler-373 c      1.81    1.24   0.13   0.87       NaN          0  Primary Transit  2014         NaN
2049        Kepler-374 b      0.96    1.03   0.03   0.84       NaN          0  Primary Transit  2014         NaN
2050        Kepler-374 c      1.18    1.10   0.04   0.84       NaN          0  Primary Transit  2014         NaN
2051        Kepler-374 d      2.17    1.31   0.06   0.84       NaN          0  Primary Transit  2014         NaN
2052        Kepler-375 b      3.05    1.44   0.10   0.89       NaN          0  Primary Transit  2014         NaN
2053        Kepler-375 c      3.52    2.64   0.14   0.89       NaN          0  Primary Transit  2014         NaN
2054        Kepler-376 b      1.07    1.06   0.06   1.05       NaN          0  Primary Transit  2014         NaN
2055        Kepler-376 c      6.72    1.79   0.12   1.05       NaN          0  Primary Transit  2014         NaN
2056        Kepler-377 b      2.65    1.39   0.11   0.88       NaN          0  Primary Transit  2014         NaN
2057        Kepler-377 c     11.62    2.06   0.18   0.88       NaN          0  Primary Transit  2014         NaN
2058        Kepler-378 b      0.34    0.75   0.11   0.96       NaN          0  Primary Transit  2014         NaN
2059        Kepler-378 c      0.27    0.69   0.17   0.96       NaN          0  Primary Transit  2014         NaN
2060        Kepler-379 b      5.02    1.66   0.15   1.08       NaN          0  Primary Transit  2014         NaN
2061        Kepler-379 c     17.93    2.28   0.33   1.08       NaN          0  Primary Transit  2014         NaN
2062        Kepler-380 b      1.54    1.19   0.05   1.05       NaN          0  Primary Transit  2014         NaN
2063        Kepler-380 c      1.92    1.27   0.08   1.05       NaN          0  Primary Transit  2014         NaN
2064        Kepler-381 b      0.83    0.99   0.07   1.34       NaN          0  Primary Transit  2014         NaN
2065        Kepler-381 c      1.27    1.12   0.12   1.34       NaN          0  Primary Transit  2014         NaN
2066        Kepler-382 b      2.23    1.32   0.06   0.80       NaN          0  Primary Transit  2014         NaN
2067        Kepler-382 c      4.31    1.59   0.10   0.80       NaN          0  Primary Transit  2014         NaN
2068        Kepler-383 b      2.23    1.32   0.10   0.67       NaN          0  Primary Transit  2014         NaN
2069        Kepler-383 c      1.81    1.24   0.17   0.67       NaN          0  Primary Transit  2014         NaN
2070        Kepler-384 b      1.27    1.12   0.15   0.76       NaN          0  Primary Transit  2014         NaN
2071        Kepler-384 c      1.31    1.13   0.24   0.76       NaN          0  Primary Transit  2014         NaN
